Id,Nro Víctimas,Año,Mes,Día,Hora,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Rol,Sexo,Edad
2020-0073,1,2020,Diciembre,Domingo,7,AVENIDA,SI,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,56
2020-0074,1,2020,Diciembre,Domingo,21,AVENIDA,SI,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,39
2020-0075,1,2020,Diciembre,Miércoles,14,AVENIDA,SI,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,23
2020-0076,1,2020,Diciembre,Jueves,12,AVENIDA,SI,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,78
2020-0077,2,2020,Diciembre,Viernes,6,AVENIDA,SI,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,30
2020-0077,2,2020,Diciembre,Viernes,6,AVENIDA,SI,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,24
2020-0078,1,2020,Diciembre,Viernes,5,CALLE,NO,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,26
2020-0079,1,2020,Diciembre,Domingo,4,GRAL PAZ,SI,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,28
2021-0001,1,2021,Enero,Miércoles,18,AUTOPISTA,NO,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,36
2021-0002,1,2021,Enero,Jueves,10,AVENIDA,SI,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,47
2021-0003,1,2021,Enero,Domingo,7,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,27
2021-0004,1,2021,Enero,Lunes,9,AVENIDA,SI,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,61
2021-0005,1,2021,Enero,Lunes,21,AVENIDA,NO,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,73
2021-0006,1,2021,Enero,Martes,21,AUTOPISTA,SI,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,23
2021-0007,1,2021,Enero,Lunes,10,AVENIDA,SI,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,84
2021-0008,1,2021,Enero,Viernes,23,AVENIDA,SI,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,28
2021-0009,1,2021,Enero,Sábado,5,AVENIDA,SI,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,31
2021-0010,1,2021,Enero,Sábado,8,GRAL PAZ,SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28
2021-0011,1,2021,Enero,Miércoles,1,AVENIDA,NO,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,21
2021-0012,1,2021,Enero,Viernes,20,AUTOPISTA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2021-0013,1,2021,Enero,Domingo,6,AVENIDA,SI,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,41
2021-0014,1,2021,Febrero,Martes,0,AVENIDA,SI,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,28
2021-0015,1,2021,Febrero,Sábado,3,AVENIDA,SI,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.59724990,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,26
2021-0016,1,2021,Febrero,Domingo,5,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,22
2021-0017,1,2021,Febrero,Miércoles,4,AVENIDA,SI,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33
2021-0018,1,2021,Febrero,Sábado,19,CALLE,SI,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36
2021-0019,1,2021,Febrero,Domingo,1,AVENIDA,SI,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,30
2021-0020,1,2021,Febrero,Domingo,15,CALLE,SI,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,50
2021-0021,1,2021,Febrero,Viernes,5,CALLE,SI,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,39
2021-0022,1,2021,Febrero,Domingo,12,AVENIDA,SI,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,68
2021-0023,1,2021,Marzo,Lunes,9,AUTOPISTA,NO,"AU BUENOS AIRES LA PLATA  KM 4,5",4,0,0,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24
2021-0024,1,2021,Marzo,Miércoles,16,AVENIDA,SI,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,5
2021-0025,1,2021,Marzo,Jueves,3,GRAL PAZ,SI,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO,CONDUCTOR,MASCULINO,37
2021-0026,1,2021,Marzo,Lunes,2,AUTOPISTA,NO,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,36
2021-0027,1,2021,Marzo,Martes,15,GRAL PAZ,SI,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,19
2021-0028,1,2021,Marzo,Lunes,17,AVENIDA,SI,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39
2021-0029,1,2021,Marzo,Miércoles,18,AVENIDA,SI,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,26
2021-0030,1,2021,Abril,Sábado,18,CALLE,NO,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,36
2021-0031,1,2021,Abril,Miércoles,10,AVENIDA,SI,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,68
2021-0032,1,2021,Abril,Sábado,19,AUTOPISTA,SI,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,60
2021-0033,1,2021,Abril,Miércoles,17,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,33
2021-0034,1,2021,Abril,Lunes,14,AVENIDA,SI,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,26
2021-0035,1,2021,Mayo,Lunes,9,AVENIDA,SI,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24
2021-0036,1,2021,Mayo,Domingo,6,GRAL PAZ,SI,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,36
2021-0037,1,2021,Mayo,Martes,7,AVENIDA,SI,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,58
2021-0038,1,2021,Mayo,Viernes,11,AVENIDA,SI,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,44
2021-0039,1,2021,Mayo,Sábado,12,AVENIDA,SI,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,86
2021-0040,1,2021,Mayo,Jueves,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27
2021-0041,1,2021,Mayo,Jueves,8,AVENIDA,SI,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75
2021-0042,1,2021,Mayo,Viernes,5,AVENIDA,NO,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39
2021-0043,1,2021,Mayo,Sábado,18,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,50
2021-0044,1,2021,Mayo,Martes,2,AVENIDA,SI,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21
2021-0045,1,2021,Mayo,Miércoles,17,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,22
2021-0046,1,2021,Mayo,Lunes,2,AVENIDA,SI,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,20
2021-0047,1,2021,Junio,Miércoles,16,AVENIDA,SI,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,59
2021-0048,1,2021,Junio,Jueves,9,AVENIDA,SI,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,44
2021-0049,1,2021,Junio,Jueves,20,AVENIDA,NO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,74
2021-0050,1,2021,Junio,Jueves,13,AVENIDA,NO,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,56
2021-0051,1,2021,Junio,Martes,19,AVENIDA,SI,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,73
2021-0052,1,2021,Junio,Domingo,5,GRAL PAZ,NO,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,19
2021-0053,1,2021,Junio,Domingo,12,AVENIDA,NO,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,MASCULINO,58
2021-0054,1,2021,Junio,Martes,14,CALLE,SI,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41
2021-0055,1,2021,Junio,Martes,12,AVENIDA,SI,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,47
2021-0056,1,2021,Julio,Viernes,23,AVENIDA,SI,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,60
2021-0057,1,2021,Julio,Sábado,23,AUTOPISTA,NO,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,46
2021-0058,1,2021,Julio,Miércoles,0,GRAL PAZ,SI,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,24
2021-0059,1,2021,Julio,Jueves,1,AVENIDA,NO,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,44
2021-0060,1,2021,Julio,Jueves,12,AVENIDA,SI,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80
2021-0061,1,2021,Julio,Sábado,9,AVENIDA,SI,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,55
2021-0062,1,2021,Julio,Martes,7,AVENIDA,NO,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,73
2021-0063,1,2021,Agosto,Lunes,4,AVENIDA,NO,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,31
2021-0064,1,2021,Agosto,Lunes,20,GRAL PAZ,SI,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,37
2021-0065,1,2021,Agosto,Viernes,8,AVENIDA,SI,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,63
2021-0066,1,2021,Agosto,Viernes,20,AVENIDA,SI,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,59
2021-0067,1,2021,Agosto,Domingo,9,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,27
2021-0068,1,2021,Agosto,Domingo,6,AVENIDA,NO,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,39
2021-0069,1,2021,Agosto,Viernes,17,AVENIDA,NO,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,17
2021-0070,1,2021,Agosto,Sábado,8,AVENIDA,SI,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31
2021-0071,1,2021,Agosto,Martes,16,CALLE,NO,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,88
2021-0072,1,2021,Septiembre,Miércoles,19,AVENIDA,SI,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57
2021-0073,1,2021,Septiembre,Sábado,12,AVENIDA,SI,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,FEMENINO,76
2021-0074,1,2021,Septiembre,Lunes,15,GRAL PAZ,SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,55
2021-0075,1,2021,Septiembre,Martes,14,CALLE,SI,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,65
2021-0076,1,2021,Octubre,Sábado,6,AVENIDA,NO,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,31
2021-0077,1,2021,Octubre,Lunes,7,AVENIDA,NO,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,31
2021-0078,1,2021,Octubre,Sábado,6,AVENIDA,SI,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,22
2021-0079,1,2021,Octubre,Lunes,3,CALLE,NO,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2021-0080,1,2021,Octubre,Jueves,16,AVENIDA,SI,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32
2021-0081,1,2021,Noviembre,Martes,13,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26
2021-0082,1,2021,Noviembre,Sábado,4,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,38
2021-0083,1,2021,Noviembre,Martes,0,AVENIDA,SI,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30
2021-0084,1,2021,Noviembre,Jueves,3,AVENIDA,SI,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,32
2021-0085,1,2021,Noviembre,Sábado,18,GRAL PAZ,SI,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,49
2021-0086,1,2021,Noviembre,Jueves,10,AVENIDA,SI,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75
2021-0087,1,2021,Noviembre,Sábado,11,CALLE,NO,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,73
2021-0088,1,2021,Diciembre,Miércoles,15,CALLE,SI,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,45
2021-0089,1,2021,Diciembre,Jueves,1,AVENIDA,NO,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41
2021-0090,1,2021,Diciembre,Viernes,11,AVENIDA,SI,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73
2021-0091,1,2021,Diciembre,Sábado,23,CALLE,SI,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,24
2021-0092,1,2021,Diciembre,Domingo,6,AVENIDA,SI,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50
2021-0093,1,2021,Diciembre,Lunes,17,AVENIDA,SI,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,18
2021-0094,1,2021,Diciembre,Lunes,1,AUTOPISTA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,43
2021-0095,1,2021,Diciembre,Jueves,0,AVENIDA,SI,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27
2021-0096,1,2021,Diciembre,Miércoles,10,AVENIDA,NO,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,60
2021-0097,1,2021,Noviembre,Jueves,6,CALLE,NO,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,53
2016-0041,2,2016,Marzo,Martes,11,AVENIDA,SI,DIRECTORIO AV. y RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,54
2016-0041,2,2016,Marzo,Martes,11,AVENIDA,SI,DIRECTORIO AV. y RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2016-0126,2,2016,Septiembre,Domingo,22,CALLE,SI,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,37
2016-0126,2,2016,Septiembre,Domingo,22,CALLE,SI,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,60
2017-0026,2,2017,Febrero,Domingo,5,AVENIDA,SI,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23
2017-0026,2,2017,Febrero,Domingo,5,AVENIDA,SI,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,19
2017-0035,3,2017,Marzo,Jueves,5,AVENIDA,SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,28
2017-0035,3,2017,Marzo,Jueves,5,AVENIDA,SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,32
2017-0035,3,2017,Marzo,Jueves,5,AVENIDA,SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2017-0035,3,2017,Marzo,Jueves,5,AVENIDA,SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,28
2017-0035,3,2017,Marzo,Jueves,5,AVENIDA,SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,32
2017-0035,3,2017,Marzo,Jueves,5,AVENIDA,SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2017-0036,2,2017,Marzo,Miércoles,18,GRAL PAZ,SI,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,50
2017-0036,2,2017,Marzo,Miércoles,18,GRAL PAZ,SI,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20
2017-0050,2,2017,Abril,Viernes,11,AUTOPISTA,NO,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,0,0,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,46
